customer_id,Customer,Gender,Income,Employment Status,Education,Marital Status,Country,State Code,Location Type,Policy Name,Policy Type,Number of Policies,Premium Per Month,Coverage,Sales Channel,Vehicle Type,Vehicle Size,date,Claim Reason,Claim Demanded,Claim Sanctioned,Number of Open Complaints,Response,Months Since Last Claim,Months Since Policy Inspection
3822,AU45793,M,30817,Employed,Doctor,Divorced,US,NE,Rural,Corporate L3,Corporate Auto,1,88,Extended,Branch,Four-Door Car,Medsize,2/18/11,Hail,343.6134281,91.83466800000001,0,Yes,25,43
3823,RE29131,F,75648,Employed,College,Married,US,IA,Rural,Personal L2,Personal Auto,1,108,Basic,Branch,SUV,Large,2/10/11,Hail,434.930875,112.66091599999999,0,Yes,28,10
3824,FZ19620,M,0,Unemployed,High School or Below,Single,US,IA,Suburban,Corporate L3,Corporate Auto,2,96,Extended,Agent,Four-Door Car,Medsize,2/23/11,Collision,967.2701942,1120.677126,0,No,5,27
3825,HM93220,F,25852,Medical Leave,High School or Below,Married,US,NE,Suburban,Personal L2,Personal Auto,2,135,Extended,Agent,Sports Car,Medsize,2/9/11,Collision,1526.6484460000001,648.0,1,No,29,71
3826,BO94261,M,0,Unemployed,Doctor,Married,US,NE,Rural,Personal L1,Personal Auto,2,68,Basic,Call Center,Four-Door Car,Medsize,1/20/11,Hail,755.0867469,100.212651,1,No,32,15
3827,TC18805,M,13207,Disabled,Bachelor,Married,US,KS,Urban,Personal L1,Personal Auto,3,137,Extended,Agent,SUV,Medsize,1/15/11,Collision,993.9255085000001,392.920864,2,No,16,82
3828,UQ24268,F,0,Unemployed,High School or Below,Married,US,IA,Suburban,Personal L1,Personal Auto,2,82,Extended,Agent,Four-Door Car,Medsize,2/12/11,Other,1496.237103,393.6,0,No,9,58
3829,NF25863,M,32150,Employed,High School or Below,Married,US,OK,Suburban,Personal L3,Personal Auto,8,98,Extended,Call Center,Two-Door Car,Medsize,1/17/11,Collision,788.782202,470.4,0,No,21,64
3830,FD98839,M,52674,Employed,College,Married,US,IA,Rural,Personal L1,Personal Auto,1,73,Basic,Call Center,Two-Door Car,Large,2/8/11,Hail,289.43274130000003,166.5492,0,No,8,49
3831,FN99437,M,91653,Employed,College,Divorced,US,MO,Urban,Corporate L3,Corporate Auto,1,111,Basic,Agent,SUV,Medsize,2/25/11,Hail,439.77812069999993,343.98412,0,No,10,25
3832,DZ35379,F,69512,Employed,High School or Below,Married,US,NE,Urban,Personal L2,Personal Auto,5,72,Basic,Branch,Two-Door Car,Medsize,1/27/11,Hail,578.1015999,196.977247,0,No,3,62
3833,IA67715,F,67332,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,1,192,Basic,Branch,Luxury Car,Medsize,2/26/11,Other,772.0155884999999,921.6,0,No,3,10
3834,JG61793,M,0,Unemployed,High School or Below,Single,US,KS,Suburban,Personal L1,Personal Auto,1,98,Extended,Branch,Four-Door Car,Small,1/18/11,Collision,304.62489760000005,705.6,2,No,4,43
3835,CR41258,M,53304,Employed,College,Married,US,OK,Rural,Personal L3,Personal Auto,1,65,Basic,Branch,Four-Door Car,Medsize,2/12/11,Scratch/Dent,259.0321715,116.322725,0,No,14,82
3836,BE75190,M,28754,Employed,College,Single,US,MO,Suburban,Corporate L1,Corporate Auto,2,89,Extended,Web,Four-Door Car,Medsize,1/13/11,Hail,1015.530044,427.2,0,No,9,17
3837,EW16697,F,50201,Employed,High School or Below,Married,US,NE,Rural,Personal L3,Personal Auto,1,64,Basic,Agent,Two-Door Car,Medsize,1/16/11,Other,255.200081,99.894584,0,No,21,99
3838,HI60054,F,51593,Employed,Bachelor,Married,US,MO,Urban,Personal L2,Personal Auto,2,80,Extended,Agent,Two-Door Car,Medsize,2/1/11,Collision,940.4447425000001,202.905809,2,No,5,91
3839,MU57098,F,0,Unemployed,Bachelor,Married,US,IA,Suburban,Personal L1,Personal Auto,3,76,Extended,Agent,Four-Door Car,Small,1/19/11,Hail,567.8050167,364.8,0,Yes,8,44
3840,WB21698,F,31974,Employed,High School or Below,Married,US,MO,Urban,Personal L3,Personal Auto,1,92,Extended,Branch,Four-Door Car,Medsize,2/7/11,Hail,372.3114445,388.135527,0,No,25,77
3841,MU75490,M,31756,Employed,Bachelor,Married,US,IA,Urban,Corporate L3,Corporate Auto,3,107,Basic,Agent,SUV,Medsize,1/25/11,Collision,841.7102804,415.850776,0,No,1,97
3842,UA44429,F,0,Unemployed,College,Married,US,MO,Suburban,Personal L3,Personal Auto,1,68,Basic,Branch,Four-Door Car,Medsize,1/24/11,Hail,252.0028421,326.4,0,No,3,52
3843,PP64004,F,20369,Disabled,Bachelor,Married,US,OK,Suburban,Personal L1,Personal Auto,3,105,Basic,Agent,SUV,Small,1/20/11,Collision,818.6308757,1126.65778,0,No,4,38
3844,FI77477,M,0,Unemployed,College,Single,US,KS,Suburban,Personal L1,Personal Auto,1,126,Extended,Agent,SUV,Small,1/23/11,Other,422.9923123,907.2,0,No,15,45
3845,NT40494,F,66933,Employed,High School or Below,Married,US,MO,Urban,Personal L1,Personal Auto,6,63,Basic,Agent,Four-Door Car,Medsize,2/27/11,Collision,507.4246068,160.52105,0,No,8,0
3846,YM98727,F,39843,Employed,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,2,109,Premium,Agent,Four-Door Car,Small,1/27/11,Collision,1298.152926,523.2,1,No,5,97
3847,NT77164,M,16686,Medical Leave,Doctor,Married,US,NE,Rural,Personal L2,Personal Auto,1,71,Basic,Agent,Four-Door Car,Medsize,2/9/11,Collision,274.4172816,125.510669,0,No,9,32
3848,IL91509,F,0,Unemployed,Bachelor,Single,US,IA,Suburban,Special L3,Special Auto,4,190,Basic,Call Center,Luxury Car,Medsize,1/22/11,Collision,1322.622345,1398.023248,1,No,2,78
3849,PS47550,F,80237,Employed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,2,108,Basic,Branch,SUV,Medsize,1/13/11,Collision,1317.843163,776.601764,0,No,4,71
3850,PK66498,M,72897,Employed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,2,73,Basic,Call Center,Two-Door Car,Medsize,1/2/11,Collision,879.3521302999999,507.709291,0,No,26,96
3851,NG93751,M,46435,Employed,Bachelor,Married,US,MO,Urban,Corporate L3,Corporate Auto,1,82,Extended,Branch,Two-Door Car,Medsize,2/27/11,Hail,324.5332058,350.325879,0,No,13,20
3852,KL84615,M,0,Unemployed,High School or Below,Married,US,NE,Suburban,Personal L2,Personal Auto,3,68,Basic,Call Center,Four-Door Car,Large,2/22/11,Scratch/Dent,462.4622593,469.278843,2,No,0,16
3853,AP27994,F,23124,Disabled,High School or Below,Married,US,IA,Suburban,Special L2,Special Auto,1,112,Basic,Agent,Sports Car,Medsize,2/1/11,Scratch/Dent,437.24908550000004,537.6,0,No,27,59
3854,TP20456,M,45310,Employed,High School or Below,Married,US,NE,Suburban,Personal L2,Personal Auto,1,229,Extended,Agent,Luxury SUV,Medsize,1/1/11,Scratch/Dent,909.0269181,1550.375183,0,No,28,70
3855,OB21477,M,53437,Employed,College,Married,US,IA,Suburban,Personal L1,Personal Auto,2,91,Extended,Branch,Two-Door Car,Medsize,1/10/11,Scratch/Dent,1077.756762,436.8,0,No,2,87
3856,LH80781,F,0,Unemployed,College,Single,US,KS,Suburban,Personal L2,Personal Auto,3,73,Basic,Agent,Four-Door Car,Medsize,1/25/11,Collision,500.72242980000004,655.791955,1,No,24,69
3857,UU70820,F,27880,Employed,College,Married,US,NE,Urban,Personal L3,Personal Auto,5,74,Basic,Call Center,Four-Door Car,Large,2/22/11,Hail,586.712642,199.44429399999999,0,No,4,9
3858,ER66372,F,45963,Employed,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,2,63,Basic,Agent,Four-Door Car,Medsize,2/22/11,Collision,1491.453488,302.4,2,No,3,73
3859,XD81935,F,35625,Employed,Bachelor,Married,US,IA,Urban,Personal L3,Personal Auto,3,65,Basic,Agent,Four-Door Car,Medsize,1/26/11,Hail,510.71630020000003,288.572108,1,Yes,10,56
3860,AT30076,F,31727,Employed,High School or Below,Single,US,OK,Suburban,Personal L3,Personal Auto,1,92,Extended,Agent,Four-Door Car,Small,1/3/11,Scratch/Dent,353.66474900000003,495.750669,0,No,1,95
3861,EW34576,F,53071,Employed,High School or Below,Divorced,US,NE,Suburban,Corporate L3,Corporate Auto,1,72,Basic,Agent,Four-Door Car,Medsize,1/25/11,Collision,283.9796453,386.22589700000003,0,No,28,19
3862,XC14741,M,97735,Employed,High School or Below,Divorced,US,MO,Urban,Corporate L2,Corporate Auto,1,73,Basic,Branch,Four-Door Car,Medsize,2/26/11,Hail,293.9939038,188.667196,0,No,24,26
3863,PG84165,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,1,77,Extended,Branch,Four-Door Car,Medsize,1/27/11,Hail,277.6629135,554.4,0,No,6,36
3864,CN16311,F,52218,Employed,Master,Married,US,IA,Rural,Corporate L3,Corporate Auto,8,68,Basic,Call Center,Four-Door Car,Medsize,2/6/11,Hail,547.6527832,33.781673,0,No,11,85
3865,TZ19823,F,25820,Employed,Bachelor,Divorced,US,MO,Suburban,Personal L3,Personal Auto,1,82,Extended,Agent,Four-Door Car,Medsize,1/26/11,Collision,326.51563480000004,393.6,0,Yes,10,69
3866,NC34154,F,17950,Disabled,High School or Below,Married,US,MO,Suburban,Special L2,Special Auto,2,71,Basic,Web,Two-Door Car,Medsize,2/28/11,Hail,806.6073765,340.8,2,No,16,62
3867,LQ50657,F,82477,Employed,High School or Below,Married,US,NE,Suburban,Personal L1,Personal Auto,1,90,Extended,Agent,Two-Door Car,Large,1/15/11,Hail,364.48335539999994,432.0,0,Yes,1,69
3868,JL16084,F,0,Unemployed,College,Single,US,NE,Suburban,Personal L3,Personal Auto,3,95,Extended,Branch,Four-Door Car,Medsize,1/3/11,Collision,661.1118163,564.302867,0,No,15,37
3869,CJ81391,M,64801,Employed,College,Married,US,IA,Urban,Personal L3,Personal Auto,2,64,Basic,Web,Four-Door Car,Medsize,2/3/11,Hail,758.2113842,268.471802,0,Yes,23,19
3870,WQ89892,F,0,Unemployed,College,Married,US,KS,Suburban,Special L1,Special Auto,1,70,Basic,Branch,Two-Door Car,Medsize,1/8/11,Hail,260.781554,336.0,1,No,26,44
3871,JW70372,F,61233,Employed,Doctor,Married,US,NE,Rural,Personal L2,Personal Auto,7,89,Extended,Branch,Four-Door Car,Medsize,1/22/11,Hail,712.4202899000001,181.287697,2,No,27,50
3872,AW17574,F,0,Unemployed,Bachelor,Divorced,US,OK,Suburban,Corporate L3,Corporate Auto,8,129,Extended,Call Center,SUV,Large,1/25/11,Collision,943.5540892999999,628.366119,0,No,13,19
3873,GL66847,F,62902,Employed,Bachelor,Married,US,NE,Rural,Personal L3,Personal Auto,2,69,Basic,Web,Two-Door Car,Medsize,1/25/11,Hail,825.62978,159.383042,0,Yes,14,94
3874,DC62428,M,20244,Employed,High School or Below,Married,US,NE,Suburban,Personal L3,Personal Auto,8,65,Basic,Branch,Four-Door Car,Medsize,1/9/11,Scratch/Dent,509.1101225,312.0,0,No,6,42
3875,KR54589,F,86812,Employed,High School or Below,Married,US,MO,Rural,Personal L3,Personal Auto,3,73,Basic,Agent,Four-Door Car,Small,1/5/11,Other,588.1813596,45.472477000000005,0,No,1,11
3876,BC47264,F,62192,Employed,College,Single,US,MO,Rural,Special L3,Special Auto,5,98,Extended,Agent,Two-Door Car,Medsize,2/5/11,Scratch/Dent,768.4887717,243.292609,0,No,30,28
3877,SN58128,F,34948,Employed,College,Married,US,IA,Urban,Personal L1,Personal Auto,7,130,Extended,Branch,SUV,Small,2/18/11,Other,1039.653186,443.78643700000003,0,No,20,15
3878,TD97297,M,35456,Employed,Bachelor,Married,US,IA,Urban,Personal L1,Personal Auto,6,109,Basic,Agent,Sports Car,Medsize,2/25/11,Scratch/Dent,854.5608946000001,505.082702,0,No,14,58
3879,TK13024,M,80640,Employed,College,Married,US,IA,Urban,Personal L3,Personal Auto,1,111,Basic,Web,SUV,Medsize,2/3/11,Hail,440.8071476,313.270725,0,No,2,84
3880,LR97507,M,0,Unemployed,High School or Below,Single,US,NE,Suburban,Corporate L2,Corporate Auto,1,74,Basic,Agent,Four-Door Car,Large,2/19/11,Collision,256.2843896,663.4237820000001,0,No,17,59
3881,KC14861,M,91193,Employed,High School or Below,Married,US,IA,Rural,Personal L1,Personal Auto,6,185,Basic,Web,Luxury SUV,Medsize,2/11/11,Collision,1488.670602,1.587888,1,No,15,75
3882,DC37886,F,73692,Employed,High School or Below,Married,US,NE,Rural,Personal L1,Personal Auto,2,67,Basic,Branch,Two-Door Car,Medsize,2/23/11,Hail,2433.851185,24.843535,0,No,1,10
3883,SP56326,F,12195,Medical Leave,High School or Below,Divorced,US,NE,Suburban,Personal L3,Personal Auto,7,101,Premium,Branch,Four-Door Car,Medsize,1/1/11,Collision,745.2998789,670.581817,0,No,29,35
3884,OQ99704,F,52801,Employed,Bachelor,Married,US,KS,Urban,Personal L3,Personal Auto,1,100,Basic,Branch,SUV,Small,2/11/11,Hail,398.1775889,475.20088,0,No,21,78
3885,GQ92754,M,0,Unemployed,College,Married,US,OK,Suburban,Personal L3,Personal Auto,2,87,Extended,Call Center,Four-Door Car,Medsize,2/12/11,Collision,1606.006949,417.6,0,No,1,70
3886,DX28320,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,7,72,Basic,Branch,Four-Door Car,Medsize,1/29/11,Collision,511.13579869999995,594.6837519999999,2,No,6,13
3887,BM83544,F,0,Unemployed,Bachelor,Single,US,NE,Suburban,Personal L2,Personal Auto,5,108,Basic,Agent,SUV,Medsize,1/25/11,Hail,743.9978924,518.4,0,No,2,94
3888,YB96664,M,75644,Employed,Bachelor,Divorced,US,KS,Suburban,Corporate L3,Corporate Auto,9,65,Basic,Branch,Two-Door Car,Medsize,1/18/11,Hail,497.4801539,467.803638,3,Yes,5,68
3889,RO90746,F,60192,Employed,High School or Below,Married,US,MO,Suburban,Personal L3,Personal Auto,7,220,Extended,Agent,Luxury Car,Medsize,2/11/11,Scratch/Dent,1781.6682420000002,1056.0,0,No,17,87
3890,UV46349,F,0,Unemployed,Bachelor,Married,US,IA,Rural,Personal L3,Personal Auto,7,90,Extended,Call Center,Four-Door Car,Medsize,1/4/11,Scratch/Dent,623.8054416,134.44278300000002,2,No,25,63
3891,MY32188,M,0,Unemployed,Bachelor,Single,US,IA,Suburban,Corporate L3,Corporate Auto,1,74,Basic,Agent,Two-Door Car,Small,1/20/11,Collision,268.2912454,355.2,0,No,24,33
3892,OV87950,M,29242,Employed,College,Married,US,MO,Suburban,Personal L1,Personal Auto,1,73,Basic,Branch,Two-Door Car,Large,2/14/11,Scratch/Dent,283.7163399,350.4,0,No,26,23
3893,ZG82132,F,69379,Employed,Bachelor,Single,US,IA,Suburban,Personal L2,Personal Auto,1,103,Premium,Branch,Two-Door Car,Medsize,1/28/11,Collision,411.8588554,494.4,0,Yes,14,79
3894,LZ31103,F,63860,Employed,College,Married,US,IA,Urban,Personal L2,Personal Auto,1,62,Basic,Agent,Four-Door Car,Medsize,1/20/11,Hail,247.24692090000002,208.598246,0,Yes,26,81
3895,HO79663,F,45281,Employed,Doctor,Married,US,NE,Rural,Personal L2,Personal Auto,1,104,Basic,Branch,Sports Car,Medsize,2/8/11,Collision,413.95331580000004,65.03063,1,No,13,84
3896,RS57109,F,51193,Employed,Bachelor,Married,US,NE,Rural,Personal L2,Personal Auto,1,104,Premium,Agent,Two-Door Car,Medsize,1/20/11,Collision,410.04659560000005,97.313649,2,No,31,21
3897,NA21420,F,62074,Employed,Bachelor,Divorced,US,IA,Rural,Corporate L3,Corporate Auto,4,67,Basic,Agent,Four-Door Car,Medsize,2/3/11,Hail,527.8201393999999,49.435556,0,No,24,22
3898,MY98825,F,64304,Employed,Bachelor,Divorced,US,MO,Rural,Corporate L2,Corporate Auto,2,68,Basic,Web,Two-Door Car,Medsize,2/2/11,Scratch/Dent,805.6898119,65.471028,0,No,35,70
3899,VW73816,M,73795,Employed,Bachelor,Married,US,IA,Urban,Personal L3,Personal Auto,3,116,Basic,Agent,SUV,Medsize,1/28/11,Collision,918.5025301000001,501.716934,1,No,1,77
3900,FN66189,F,84376,Employed,College,Married,US,IA,Rural,Personal L3,Personal Auto,2,96,Extended,Branch,Four-Door Car,Medsize,2/8/11,Other,1541.773444,43.578516,0,No,5,54
3901,HU75748,F,0,Unemployed,High School or Below,Single,US,NE,Suburban,Personal L2,Personal Auto,2,66,Basic,Branch,Two-Door Car,Medsize,2/13/11,Scratch/Dent,682.9413399,470.691875,1,No,14,73
3902,OS11465,M,79153,Employed,High School or Below,Married,US,IA,Suburban,Special L1,Special Auto,7,106,Basic,Call Center,SUV,Medsize,1/10/11,Other,850.0909417000001,508.8,0,No,12,5
3903,UY61913,M,17950,Disabled,College,Married,US,IA,Urban,Personal L2,Personal Auto,4,118,Basic,Agent,SUV,Medsize,2/11/11,Collision,884.7444221000001,425.489592,0,No,34,24
3904,OD70577,F,0,Unemployed,College,Single,US,NE,Suburban,Personal L3,Personal Auto,1,80,Extended,Branch,Two-Door Car,Medsize,2/28/11,Collision,284.0899849,962.526106,1,No,3,99
3905,DC91024,M,0,Unemployed,Bachelor,Single,US,IA,Suburban,Personal L3,Personal Auto,2,69,Basic,Branch,Two-Door Car,Small,2/7/11,Other,1598.452739,331.2,0,No,19,74
3906,VQ67172,F,0,Unemployed,College,Married,US,IA,Suburban,Corporate L2,Corporate Auto,2,72,Basic,Agent,Four-Door Car,Small,1/9/11,Other,1854.2300739999998,622.992063,0,No,30,48
3907,MF23895,F,58139,Employed,College,Married,US,NE,Rural,Corporate L3,Corporate Auto,1,65,Basic,Agent,Four-Door Car,Medsize,1/13/11,Other,260.9829612,33.171413,1,No,29,77
3908,AA10041,M,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,5,113,Basic,Call Center,SUV,Medsize,2/2/11,Collision,790.1744238,1258.327804,0,No,35,83
3909,DV36320,F,80991,Employed,High School or Below,Married,US,MO,Urban,Personal L3,Personal Auto,4,223,Extended,Branch,Luxury SUV,Medsize,1/18/11,Other,1799.586532,937.327881,0,No,5,56
3910,UE72026,F,69678,Employed,College,Divorced,US,MO,Rural,Personal L2,Personal Auto,1,126,Extended,Agent,Sports Car,Small,1/28/11,Scratch/Dent,502.1686245,306.818754,0,No,21,39
3911,SE78641,M,0,Unemployed,Bachelor,Single,US,NE,Suburban,Personal L2,Personal Auto,4,67,Basic,Call Center,Two-Door Car,Large,1/16/11,Collision,465.48410889999997,577.385463,0,No,33,19
3912,YC69616,F,14030,Retired,College,Married,US,NE,Suburban,Personal L3,Personal Auto,1,72,Basic,Branch,Two-Door Car,Large,1/24/11,Hail,271.9506996,345.6,0,Yes,11,3
3913,SM10254,F,13037,Medical Leave,Bachelor,Married,US,IA,Suburban,Personal L1,Personal Auto,1,124,Extended,Agent,SUV,Small,1/10/11,Hail,472.68693269999994,839.348464,0,Yes,28,49
3914,AG45299,M,76763,Employed,College,Divorced,US,MO,Rural,Personal L3,Personal Auto,8,108,Basic,Web,SUV,Small,1/20/11,Hail,859.5726399,186.459607,0,No,12,87
3915,KS45476,F,50461,Employed,High School or Below,Single,US,KS,Suburban,Personal L3,Personal Auto,2,131,Extended,Agent,Sports Car,Large,2/10/11,Collision,1562.628021,810.06514,0,No,22,89
3916,No69427,M,69604,Employed,High School or Below,Married,US,MO,Rural,Corporate L3,Corporate Auto,1,70,Basic,Agent,Four-Door Car,Medsize,2/7/11,Other,279.7674845,112.33660400000001,0,No,10,50
3917,BA52133,M,22908,Employed,Master,Married,US,MO,Suburban,Personal L2,Personal Auto,7,68,Basic,Call Center,Four-Door Car,Small,2/11/11,Scratch/Dent,534.4989624,387.774781,0,No,30,19
3918,WT59944,F,68273,Employed,College,Divorced,US,MO,Rural,Personal L1,Personal Auto,2,146,Premium,Call Center,Sports Car,Medsize,2/15/11,Hail,1755.7540510000001,76.475359,0,No,23,93
3919,XV30885,M,95550,Employed,College,Divorced,US,MO,Urban,Personal L3,Personal Auto,1,116,Basic,Agent,SUV,Medsize,1/25/11,Collision,459.5524548,381.57026099999996,1,No,15,75
3920,LU79865,M,88370,Employed,Bachelor,Divorced,US,OK,Suburban,Personal L1,Personal Auto,9,74,Basic,Agent,Four-Door Car,Small,2/27/11,Collision,579.4104234,355.2,1,No,0,16
3921,BL29046,F,68931,Employed,Doctor,Married,US,IA,Urban,Corporate L2,Corporate Auto,7,66,Basic,Branch,Four-Door Car,Medsize,2/22/11,Hail,533.2462694,309.577946,0,Yes,32,30
3922,AM34581,F,24432,Employed,Bachelor,Married,US,IA,Rural,Corporate L2,Corporate Auto,6,87,Extended,Branch,Two-Door Car,Medsize,1/5/11,Hail,668.0146801,71.10847,3,No,19,44
3923,YN75239,M,77577,Employed,College,Married,US,IA,Rural,Personal L3,Personal Auto,1,199,Basic,Agent,Luxury SUV,Small,1/12/11,Scratch/Dent,791.0866718,35.768916,1,No,14,37
3924,OJ84485,M,12607,Medical Leave,High School or Below,Married,US,MO,Suburban,Personal L2,Personal Auto,2,110,Basic,Call Center,SUV,Medsize,1/27/11,Collision,1251.692188,528.0,0,No,13,20
3925,JA12995,F,0,Unemployed,College,Married,US,IA,Suburban,Personal L3,Personal Auto,1,63,Basic,Agent,Four-Door Car,Medsize,2/15/11,Scratch/Dent,232.5259483,302.4,0,No,6,75
3926,OD85990,F,23474,Disabled,Bachelor,Divorced,US,IA,Suburban,Corporate L3,Corporate Auto,1,102,Basic,Branch,SUV,Medsize,2/14/11,Collision,396.41512630000005,489.6,0,No,5,21
3927,NZ57264,M,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L3,Personal Auto,4,113,Basic,Call Center,SUV,Medsize,1/26/11,Other,748.6088014999999,813.6,0,No,33,18
3928,OL39995,M,0,Unemployed,Bachelor,Divorced,US,IA,Suburban,Personal L2,Personal Auto,2,65,Basic,Agent,Four-Door Car,Medsize,2/25/11,Other,670.7994147999999,360.48068900000004,0,No,1,30
3929,LK51620,M,98478,Employed,High School or Below,Married,US,MO,Suburban,Corporate L3,Corporate Auto,2,106,Premium,Branch,Four-Door Car,Small,1/15/11,Collision,1290.2093220000002,508.8,0,No,21,80
3930,ZB91993,M,23091,Retired,College,Married,US,NE,Suburban,Personal L3,Personal Auto,5,96,Extended,Agent,Four-Door Car,Medsize,1/25/11,Collision,592.6729379,460.8,5,Yes,28,90
3931,SZ60342,M,51071,Employed,College,Married,US,NE,Suburban,Personal L3,Personal Auto,3,65,Basic,Agent,Two-Door Car,Small,1/13/11,Collision,514.8653203,312.0,0,No,17,94
3932,WE80653,F,0,Unemployed,Bachelor,Divorced,US,IA,Rural,Personal L3,Personal Auto,6,103,Basic,Agent,SUV,Medsize,2/3/11,Collision,682.7178202,2.4550330000000002,2,No,2,75
3933,EE28119,F,69921,Employed,Bachelor,Divorced,US,NE,Urban,Personal L3,Personal Auto,1,118,Premium,Agent,Two-Door Car,Medsize,2/3/11,Collision,467.00582819999994,373.227044,2,No,28,22
3934,GA49547,M,36357,Employed,High School or Below,Married,US,KS,Rural,Personal L3,Personal Auto,6,68,Basic,Branch,Four-Door Car,Medsize,2/18/11,Collision,536.3076547000001,17.269323,0,No,28,96
3935,BA92673,F,0,Unemployed,High School or Below,Married,US,IA,Rural,Personal L2,Personal Auto,2,63,Basic,Web,Four-Door Car,Large,2/5/11,Hail,696.1945557,40.622304,0,No,17,24
3936,PT70350,M,27607,Employed,High School or Below,Married,US,IA,Suburban,Corporate L1,Corporate Auto,2,104,Premium,Agent,Four-Door Car,Medsize,2/21/11,Other,2851.103331,640.584145,0,No,15,56
3937,KL29678,F,43610,Employed,Master,Married,US,IA,Suburban,Personal L3,Personal Auto,5,106,Basic,Agent,Sports Car,Medsize,1/8/11,Hail,862.4917662999999,508.8,0,No,16,60
3938,HL84679,F,0,Unemployed,Bachelor,Married,US,IA,Suburban,Personal L3,Personal Auto,1,91,Extended,Call Center,Four-Door Car,Medsize,2/17/11,Scratch/Dent,338.2223536,436.8,0,No,13,77
3939,GH94657,M,14660,Disabled,Bachelor,Married,US,MO,Suburban,Personal L2,Personal Auto,1,61,Basic,Call Center,Four-Door Car,Medsize,1/27/11,Hail,231.9818549,396.608751,0,No,14,97
3940,EZ71780,F,26864,Disabled,High School or Below,Divorced,US,NE,Suburban,Special L1,Special Auto,2,78,Extended,Agent,Four-Door Car,Medsize,2/21/11,Scratch/Dent,880.7486831,374.4,0,No,18,12
3941,BW76745,M,36631,Employed,Doctor,Divorced,US,IA,Rural,Personal L2,Personal Auto,1,62,Basic,Agent,Four-Door Car,Large,1/29/11,Collision,249.13170240000002,67.530904,0,Yes,30,77
3942,TN64240,F,42582,Employed,Bachelor,Divorced,US,MO,Suburban,Corporate L3,Corporate Auto,5,99,Extended,Call Center,Four-Door Car,Small,2/21/11,Other,785.3961409,629.344642,0,No,1,57
3943,AE23906,M,37256,Employed,College,Married,US,NE,Rural,Personal L2,Personal Auto,2,62,Basic,Branch,Four-Door Car,Medsize,1/28/11,Collision,981.6528302000002,128.969729,0,Yes,15,7
3944,CX20455,M,0,Unemployed,College,Married,US,NE,Suburban,Corporate L3,Corporate Auto,2,102,Basic,Branch,SUV,Medsize,1/30/11,Collision,2210.35072,489.6,0,Yes,35,48
3945,KX18446,M,56980,Employed,High School or Below,Married,US,KS,Suburban,Corporate L2,Corporate Auto,7,84,Extended,Agent,Two-Door Car,Medsize,2/13/11,Hail,668.9022727999999,599.000883,0,Yes,33,70
3946,NR66922,M,98254,Employed,Master,Married,US,IA,Rural,Corporate L3,Corporate Auto,2,94,Extended,Agent,Four-Door Car,Medsize,2/18/11,Scratch/Dent,1132.335555,229.711908,3,No,23,11
3947,PQ27923,M,71737,Employed,Master,Divorced,US,KS,Urban,Personal L2,Personal Auto,4,79,Extended,Agent,Two-Door Car,Medsize,1/8/11,Scratch/Dent,633.3030812000001,338.79562000000004,0,No,7,79
3948,No81415,M,31177,Employed,Bachelor,Married,US,NE,Suburban,Personal L3,Personal Auto,1,79,Extended,Call Center,Four-Door Car,Small,2/1/11,Other,313.91693530000003,905.699717,0,No,14,28
3949,OI48534,F,98338,Employed,High School or Below,Single,US,MO,Rural,Personal L1,Personal Auto,1,65,Basic,Web,Four-Door Car,Medsize,2/14/11,Scratch/Dent,261.7182661,35.597288,0,No,13,33
3950,FH83537,F,0,Unemployed,High School or Below,Single,US,MO,Suburban,Personal L3,Personal Auto,1,106,Basic,Agent,Sports Car,Medsize,1/4/11,Scratch/Dent,373.25685360000006,879.42749,0,No,2,50
3951,VH94792,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Special L3,Special Auto,6,65,Basic,Web,Four-Door Car,Medsize,1/21/11,Hail,443.3694028,312.0,0,No,7,22
3952,VD37089,M,29938,Employed,College,Divorced,US,KS,Suburban,Corporate L1,Corporate Auto,1,90,Extended,Branch,Four-Door Car,Medsize,1/7/11,Hail,347.8887023,562.4265849999999,0,No,8,35
3953,UW68708,F,0,Unemployed,Bachelor,Single,US,MO,Suburban,Personal L2,Personal Auto,4,69,Basic,Web,Four-Door Car,Medsize,1/20/11,Collision,500.9595291,496.8,0,No,20,95
3954,PV39600,M,24285,Employed,Bachelor,Divorced,US,MO,Suburban,Personal L3,Personal Auto,7,111,Premium,Agent,Two-Door Car,Small,1/6/11,Other,841.7004401,1257.527908,0,No,6,10
3955,ZD42919,M,32983,Employed,Master,Married,US,MO,Urban,Personal L1,Personal Auto,1,113,Basic,Call Center,SUV,Medsize,1/9/11,Hail,448.38390439999995,466.81627000000003,0,No,25,59
